Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type
1253,228,2/22/23 04:00,1201,Investment
1254,202,2/22/23 05:00,3890,Bill Payment
1255,350,2/22/23 06:00,3253,Investment
1256,821,2/22/23 07:00,1987,Investment
1257,766,2/22/23 08:00,2252,Purchase
1258,38,2/22/23 09:00,3100,Bill Payment
1259,733,2/22/23 10:00,1897,Loan Payment
1260,500,2/22/23 11:00,4569,Loan Payment
1261,699,2/22/23 12:00,983,Investment
1262,43,2/22/23 13:00,75,Purchase
1263,871,2/22/23 14:00,2916,Purchase
1266,517,2/22/23 17:00,317,Bill Payment
1267,68,2/22/23 18:00,3418,Purchase
1268,740,2/22/23 19:00,3752,Loan Payment
1269,123,2/22/23 20:00,792,Loan Payment
1270,685,2/22/23 21:00,4226,Bill Payment
1271,336,2/22/23 22:00,775,Purchase
1272,153,2/22/23 23:00,3485,Loan Payment
1273,974,2/23/23 00:00,782,Loan Payment
1274,779,2/23/23 01:00,3867,Bill Payment
1275,669,2/23/23 02:00,3195,Bill Payment
1276,162,2/23/23 03:00,549,Loan Payment
1277,214,2/23/23 04:00,2059,Purchase
1278,910,2/23/23 05:00,3293,Loan Payment
1279,376,2/23/23 06:00,4685,Loan Payment
1280,920,2/23/23 07:00,1673,Purchase
1281,443,2/23/23 08:00,1057,Bill Payment
1282,423,2/23/23 09:00,3846,Purchase
1283,538,2/23/23 10:00,3449,Purchase
1284,939,2/23/23 11:00,515,Purchase
1285,804,2/23/23 12:00,3257,Purchase
1286,935,2/23/23 13:00,3510,Bill Payment
1287,701,2/23/23 14:00,1920,Loan Payment
1288,912,2/23/23 15:00,742,Investment
1289,634,2/23/23 16:00,3523,Bill Payment
1290,230,2/23/23 17:00,1581,Purchase
1291,59,2/23/23 18:00,4619,Loan Payment
1292,96,2/23/23 19:00,2952,Loan Payment
1293,262,2/23/23 20:00,4466,Purchase
1294,354,2/23/23 21:00,2331,Bill Payment
1295,312,2/23/23 22:00,3345,Purchase
1296,136,2/23/23 23:00,4632,Loan Payment
1297,862,2/24/23 00:00,4384,Loan Payment
1298,795,2/24/23 01:00,2763,Bill Payment
1299,967,2/24/23 02:00,1382,Investment
1300,923,2/24/23 03:00,1454,Purchase
1301,473,2/24/23 04:00,3386,Investment
1302,632,2/24/23 05:00,299,Loan Payment
1303,430,2/24/23 06:00,2075,Investment
1304,937,2/24/23 07:00,73,Purchase
1305,975,2/24/23 08:00,3955,Purchase
1306,537,2/24/23 09:00,339,Loan Payment
1307,854,2/24/23 10:00,4868,Bill Payment
1308,146,2/24/23 11:00,1973,Bill Payment
1309,524,2/24/23 12:00,3098,Loan Payment
1310,87,2/24/23 13:00,2500,Purchase
1311,947,2/24/23 14:00,150,Bill Payment
1312,109,2/24/23 15:00,4549,Investment
1313,423,2/24/23 16:00,2483,Loan Payment
1314,345,2/24/23 17:00,3913,Investment
1315,266,2/24/23 18:00,459,Purchase
1316,734,2/24/23 19:00,1835,Bill Payment
1317,586,2/24/23 20:00,4456,Purchase
1318,994,2/24/23 21:00,4704,Investment
1319,494,2/24/23 22:00,4816,Purchase
1320,333,2/24/23 23:00,879,Purchase
1323,614,2/25/23 02:00,3612,Purchase
1324,937,2/25/23 03:00,402,Loan Payment
1325,649,2/25/23 04:00,851,Purchase
1326,191,2/25/23 05:00,2458,Investment
1327,973,2/25/23 06:00,2801,Loan Payment
1328,933,2/25/23 07:00,2963,Purchase
1329,142,2/25/23 08:00,1368,Loan Payment
1330,869,2/25/23 09:00,1000,Purchase
1331,73,2/25/23 10:00,1048,Loan Payment
1332,840,2/25/23 11:00,37,Bill Payment
1333,167,2/25/23 12:00,397,Purchase
1334,168,2/25/23 13:00,842,Bill Payment
1335,566,2/25/23 14:00,259,Purchase
1336,259,2/25/23 15:00,2037,Bill Payment
1337,439,2/25/23 16:00,1538,Purchase
1338,111,2/25/23 17:00,4203,Loan Payment
1340,673,2/25/23 19:00,1370,Loan Payment
1341,864,2/25/23 20:00,3119,Purchase
1342,839,2/25/23 21:00,1333,Loan Payment
1343,531,2/25/23 22:00,2236,Purchase
1344,290,2/25/23 23:00,3690,Loan Payment
1345,974,2/26/23 00:00,901,Bill Payment
1346,562,2/26/23 01:00,1315,Purchase
1347,510,2/26/23 02:00,4558,Loan Payment
1348,175,2/26/23 03:00,4202,Purchase
1349,302,2/26/23 04:00,271,Purchase
1350,696,2/26/23 05:00,2350,Purchase
1351,185,2/26/23 06:00,1803,Investment
1352,339,2/26/23 07:00,2306,Purchase
1353,510,2/26/23 08:00,2302,Loan Payment
1354,819,2/26/23 09:00,2180,Investment
1355,310,2/26/23 10:00,334,Loan Payment
1356,507,2/26/23 11:00,995,Investment
1357,346,2/26/23 12:00,4792,Purchase
1358,81,2/26/23 13:00,3862,Bill Payment
1359,374,2/26/23 14:00,1749,Bill Payment
1360,156,2/26/23 15:00,1870,Purchase
1361,787,2/26/23 16:00,3147,Investment
1362,795,2/26/23 17:00,3908,Loan Payment
1363,432,2/26/23 18:00,845,Bill Payment
1364,500,2/26/23 19:00,4164,Purchase
1365,761,2/26/23 20:00,2788,Purchase
1366,147,2/26/23 21:00,1406,Investment
1367,481,2/26/23 22:00,1686,Bill Payment
1368,435,2/26/23 23:00,4341,Purchase
1369,519,2/27/23 00:00,4323,Bill Payment
1370,669,2/27/23 01:00,1847,Loan Payment
1371,683,2/27/23 02:00,3731,Purchase
1372,69,2/27/23 03:00,3682,Purchase
1373,606,2/27/23 04:00,3032,Loan Payment
1374,881,2/27/23 05:00,4694,Purchase
1375,875,2/27/23 06:00,1681,Investment
1376,888,2/27/23 07:00,926,Loan Payment
1377,186,2/27/23 08:00,927,Investment
1378,904,2/27/23 09:00,1143,Loan Payment
1379,682,2/27/23 10:00,1846,Loan Payment
1380,204,2/27/23 11:00,2148,Investment
1381,554,2/27/23 12:00,4017,Loan Payment
1382,13,2/27/23 13:00,1915,Bill Payment
1383,666,2/27/23 14:00,3999,Investment
1384,274,2/27/23 15:00,3495,Loan Payment
1385,298,2/27/23 16:00,4807,Investment
1386,51,2/27/23 17:00,2130,Loan Payment
1387,500,2/27/23 18:00,2742,Loan Payment
1388,369,2/27/23 19:00,2779,Bill Payment
1389,724,2/27/23 20:00,1331,Bill Payment
1390,656,2/27/23 21:00,3726,Bill Payment
1391,357,2/27/23 22:00,3364,Loan Payment
1392,3,2/27/23 23:00,1538,Bill Payment
1393,254,2/28/23 00:00,4753,Investment
1394,475,2/28/23 01:00,769,Loan Payment
1395,847,2/28/23 02:00,3422,Investment
1396,506,2/28/23 03:00,1367,Bill Payment
1397,256,2/28/23 04:00,2200,Loan Payment
1398,610,2/28/23 05:00,3491,Investment
1399,685,2/28/23 06:00,958,Purchase
1400,150,2/28/23 07:00,2089,Investment
1401,488,2/28/23 08:00,1776,Loan Payment
1402,279,2/28/23 09:00,37,Purchase
1404,446,2/28/23 11:00,2548,Bill Payment
1405,113,2/28/23 12:00,169,Investment
1406,836,2/28/23 13:00,2902,Bill Payment
1407,755,2/28/23 14:00,4123,Investment
1408,822,2/28/23 15:00,3732,Investment
1409,569,2/28/23 16:00,3741,Investment
1410,489,2/28/23 17:00,2481,Investment
1411,407,2/28/23 18:00,4860,Loan Payment
1412,367,2/28/23 19:00,1580,Loan Payment
1413,60,2/28/23 20:00,846,Purchase
1414,329,2/28/23 21:00,4999,Purchase
1415,728,2/28/23 22:00,3948,Bill Payment
1416,469,2/28/23 23:00,2296,Loan Payment
1417,745,3/1/23 00:00,3415,Purchase
1418,567,3/1/23 01:00,2680,Loan Payment
1419,885,3/1/23 02:00,4122,Loan Payment
1420,720,3/1/23 03:00,4757,Bill Payment
1421,63,3/1/23 04:00,4365,Bill Payment
1422,184,3/1/23 05:00,1637,Investment
1423,311,3/1/23 06:00,1876,Loan Payment
1424,793,3/1/23 07:00,214,Investment
1425,538,3/1/23 08:00,3589,Investment
1426,177,3/1/23 09:00,3184,Investment
1427,575,3/1/23 10:00,801,Loan Payment
1428,429,3/1/23 11:00,4102,Loan Payment
1429,73,3/1/23 12:00,3757,Investment
1430,847,3/1/23 13:00,1115,Loan Payment
1431,167,3/1/23 14:00,1100,Investment
1432,225,3/1/23 15:00,1617,Purchase
1433,577,3/1/23 16:00,1849,Loan Payment
1434,581,3/1/23 17:00,3407,Bill Payment
1435,952,3/1/23 18:00,76,Bill Payment
1436,9,3/1/23 19:00,4789,Investment
1437,236,3/1/23 20:00,1288,Purchase
1438,710,3/1/23 21:00,4168,Loan Payment
1439,924,3/1/23 22:00,823,Investment
1440,685,3/1/23 23:00,412,Purchase
1441,794,3/2/23 00:00,2012,Purchase
1442,28,3/2/23 01:00,4176,Loan Payment
1443,808,3/2/23 02:00,2935,Bill Payment
1444,911,3/2/23 03:00,3003,Bill Payment
1445,646,3/2/23 04:00,1096,Purchase
1446,27,3/2/23 05:00,4350,Bill Payment
1447,550,3/2/23 06:00,2576,Purchase
1448,196,3/2/23 07:00,4498,Purchase
1449,203,3/2/23 08:00,781,Purchase
1450,85,3/2/23 09:00,3682,Bill Payment
1451,832,3/2/23 10:00,3258,Investment
1452,30,3/2/23 11:00,1679,Bill Payment
1453,466,3/2/23 12:00,1566,Investment
1454,99,3/2/23 13:00,2968,Bill Payment
1455,899,3/2/23 14:00,1161,Loan Payment
1456,190,3/2/23 15:00,1227,Loan Payment
1457,12,3/2/23 16:00,2241,Bill Payment
1458,603,3/2/23 17:00,4352,Loan Payment
1459,30,3/2/23 18:00,3954,Loan Payment
1460,725,3/2/23 19:00,2052,Loan Payment
1461,38,3/2/23 20:00,715,Loan Payment
1463,572,3/2/23 22:00,2123,Purchase
1464,294,3/2/23 23:00,2987,Investment
1465,360,3/3/23 00:00,4359,Purchase
1466,655,3/3/23 01:00,4388,Purchase
1467,914,3/3/23 02:00,432,Bill Payment
1468,180,3/3/23 03:00,2031,Bill Payment
1469,797,3/3/23 04:00,3803,Bill Payment
1470,112,3/3/23 05:00,4141,Bill Payment
1471,742,3/3/23 06:00,540,Bill Payment
1472,444,3/3/23 07:00,100,Investment
1473,21,3/3/23 08:00,3382,Investment
1474,145,3/3/23 09:00,1952,Loan Payment
1475,499,3/3/23 10:00,3815,Investment
1476,146,3/3/23 11:00,1250,Investment
1477,441,3/3/23 12:00,1768,Bill Payment
1478,887,3/3/23 13:00,107,Loan Payment
1479,421,3/3/23 14:00,1489,Investment
1480,316,3/3/23 15:00,4636,Investment
1481,166,3/3/23 16:00,1842,Loan Payment
1482,652,3/3/23 17:00,2595,Purchase
1483,203,3/3/23 18:00,3657,Bill Payment
1484,496,3/3/23 19:00,89,Investment
1485,756,3/3/23 20:00,4719,Investment
1486,625,3/3/23 21:00,2233,Loan Payment
1487,468,3/3/23 22:00,2579,Investment
1488,713,3/3/23 23:00,1782,Bill Payment
1489,385,3/4/23 00:00,4528,Investment
1490,314,3/4/23 01:00,1133,Purchase
1491,771,3/4/23 02:00,3821,Bill Payment
1492,255,3/4/23 03:00,3484,Purchase
1493,959,3/4/23 04:00,2633,Loan Payment
1494,917,3/4/23 05:00,1413,Bill Payment
1495,23,3/4/23 06:00,2588,Investment
1496,905,3/4/23 07:00,341,Bill Payment
1497,758,3/4/23 08:00,4758,Bill Payment
1498,339,3/4/23 09:00,3618,Bill Payment
1499,493,3/4/23 10:00,749,Purchase
1500,823,3/4/23 11:00,4616,Loan Payment
1501,511,3/4/23 12:00,51,Bill Payment
1502,366,3/4/23 13:00,4990,Investment
1503,372,3/4/23 14:00,3888,Bill Payment
1504,915,3/4/23 15:00,1959,Bill Payment
1505,830,3/4/23 16:00,3470,Loan Payment
1506,599,3/4/23 17:00,2138,Investment
1507,219,3/4/23 18:00,4507,Investment
1508,475,3/4/23 19:00,2164,Purchase
1509,423,3/4/23 20:00,1247,Investment
1510,356,3/4/23 21:00,1776,Investment
1511,460,3/4/23 22:00,1851,Investment
1512,503,3/4/23 23:00,515,Bill Payment
1513,27,3/5/23 00:00,1851,Purchase
1514,942,3/5/23 01:00,4825,Investment
1515,802,3/5/23 02:00,1404,Investment
1516,801,3/5/23 03:00,266,Investment
1517,860,3/5/23 04:00,1730,Bill Payment
1518,223,3/5/23 05:00,1081,Bill Payment
1519,864,3/5/23 06:00,1632,Purchase
1520,690,3/5/23 07:00,2076,Loan Payment
1521,148,3/5/23 08:00,1079,Purchase
1522,424,3/5/23 09:00,460,Bill Payment
1523,739,3/5/23 10:00,907,Investment
1524,351,3/5/23 11:00,4846,Investment
1525,186,3/5/23 12:00,3738,Purchase
1526,415,3/5/23 13:00,91,Investment
1527,806,3/5/23 14:00,746,Bill Payment
1528,982,3/5/23 15:00,4184,Purchase
1529,429,3/5/23 16:00,3954,Loan Payment
1530,41,3/5/23 17:00,2217,Bill Payment
1531,905,3/5/23 18:00,3958,Bill Payment
1532,393,3/5/23 19:00,2012,Investment
1534,79,3/5/23 21:00,1189,Bill Payment
1535,717,3/5/23 22:00,2945,Loan Payment
1536,896,3/5/23 23:00,2525,Investment
1537,790,3/6/23 00:00,4958,Bill Payment
1538,784,3/6/23 01:00,471,Investment
1539,544,3/6/23 02:00,2911,Bill Payment
1541,474,3/6/23 04:00,1664,Investment
1542,142,3/6/23 05:00,4571,Investment
1543,251,3/6/23 06:00,1808,Loan Payment
1544,294,3/6/23 07:00,669,Purchase
1545,610,3/6/23 08:00,3247,Bill Payment
1546,136,3/6/23 09:00,2132,Bill Payment
1547,484,3/6/23 10:00,3829,Purchase
1548,789,3/6/23 11:00,3353,Investment
1549,312,3/6/23 12:00,2560,Investment
1550,814,3/6/23 13:00,4900,Loan Payment
1551,555,3/6/23 14:00,1596,Loan Payment
1552,632,3/6/23 15:00,4692,Loan Payment
1553,732,3/6/23 16:00,2757,Purchase
1554,46,3/6/23 17:00,644,Purchase
1555,236,3/6/23 18:00,2892,Investment
1556,48,3/6/23 19:00,2821,Loan Payment
1557,198,3/6/23 20:00,4463,Investment
1558,84,3/6/23 21:00,4025,Purchase
1559,543,3/6/23 22:00,2749,Bill Payment
1560,161,3/6/23 23:00,1894,Investment
1561,428,3/7/23 00:00,1528,Purchase
1562,71,3/7/23 01:00,631,Loan Payment
1563,520,3/7/23 02:00,4587,Bill Payment
1564,969,3/7/23 03:00,1547,Bill Payment
1565,898,3/7/23 04:00,2347,Bill Payment
1566,913,3/7/23 05:00,2004,Loan Payment
1567,52,3/7/23 06:00,2080,Bill Payment
1568,45,3/7/23 07:00,4911,Purchase
1569,293,3/7/23 08:00,4940,Investment
1570,938,3/7/23 09:00,2375,Bill Payment
1571,812,3/7/23 10:00,2855,Bill Payment
1572,465,3/7/23 11:00,3048,Purchase
1573,885,3/7/23 12:00,864,Loan Payment
1574,550,3/7/23 13:00,2738,Bill Payment
1575,867,3/7/23 14:00,925,Purchase
1576,380,3/7/23 15:00,4948,Purchase
1577,743,3/7/23 16:00,141,Loan Payment
1578,478,3/7/23 17:00,1126,Loan Payment
1579,262,3/7/23 18:00,3603,Investment
1580,580,3/7/23 19:00,870,Bill Payment
1581,179,3/7/23 20:00,303,Investment
1582,357,3/7/23 21:00,2698,Purchase
1583,419,3/7/23 22:00,1009,Bill Payment
1584,698,3/7/23 23:00,2306,Purchase
1585,953,3/8/23 00:00,3695,Purchase
1586,201,3/8/23 01:00,296,Purchase
1587,902,3/8/23 02:00,459,Loan Payment
1588,13,3/8/23 03:00,2348,Loan Payment
1589,443,3/8/23 04:00,3250,Bill Payment
1590,726,3/8/23 05:00,2713,Purchase
1591,732,3/8/23 06:00,3126,Purchase
1592,286,3/8/23 07:00,4581,Bill Payment
1593,756,3/8/23 08:00,262,Investment
1594,868,3/8/23 09:00,1429,Purchase
1595,258,3/8/23 10:00,2346,Loan Payment
1596,570,3/8/23 11:00,1245,Investment
1597,548,3/8/23 12:00,1009,Investment
1598,840,3/8/23 13:00,3770,Investment
1599,941,3/8/23 14:00,4126,Investment
1600,490,3/8/23 15:00,4421,Investment
1601,498,3/8/23 16:00,2621,Investment
1602,905,3/8/23 17:00,1456,Bill Payment
1603,894,3/8/23 18:00,2180,Bill Payment
1604,705,3/8/23 19:00,2931,Investment
1605,333,3/8/23 20:00,3693,Loan Payment
1606,562,3/8/23 21:00,2271,Bill Payment
1607,975,3/8/23 22:00,1955,Bill Payment
1608,32,3/8/23 23:00,4944,Investment
1609,610,3/9/23 00:00,1863,Loan Payment
1610,43,3/9/23 01:00,609,Investment
1611,893,3/9/23 02:00,4897,Loan Payment
1612,351,3/9/23 03:00,4145,Loan Payment
1613,334,3/9/23 04:00,3413,Purchase
1614,822,3/9/23 05:00,3000,Bill Payment
1616,270,3/9/23 07:00,4287,Bill Payment
1617,944,3/9/23 08:00,4370,Bill Payment
1618,823,3/9/23 09:00,2828,Loan Payment
1619,413,3/9/23 10:00,872,Bill Payment
1620,943,3/9/23 11:00,4537,Purchase
1621,575,3/9/23 12:00,4065,Investment
1622,19,3/9/23 13:00,1229,Bill Payment
1623,347,3/9/23 14:00,3805,Investment
1624,905,3/9/23 15:00,4614,Bill Payment
1625,613,3/9/23 16:00,4552,Investment
1626,37,3/9/23 17:00,537,Investment
1627,619,3/9/23 18:00,2932,Investment
1628,92,3/9/23 19:00,3214,Bill Payment
1629,820,3/9/23 20:00,1172,Purchase
1630,185,3/9/23 21:00,4774,Investment
1631,728,3/9/23 22:00,3574,Loan Payment
1632,28,3/9/23 23:00,856,Loan Payment
1633,548,3/10/23 00:00,2127,Loan Payment
1634,372,3/10/23 01:00,3096,Purchase
1635,832,3/10/23 02:00,1780,Investment
1636,530,3/10/23 03:00,3293,Purchase
1637,345,3/10/23 04:00,1835,Investment
1638,419,3/10/23 05:00,3333,Purchase
1639,196,3/10/23 06:00,455,Investment
1640,78,3/10/23 07:00,1035,Loan Payment
1641,167,3/10/23 08:00,1781,Investment
1642,90,3/10/23 09:00,1369,Purchase
1643,264,3/10/23 10:00,28,Investment
1644,472,3/10/23 11:00,570,Bill Payment
1645,208,3/10/23 12:00,481,Investment
1646,724,3/10/23 13:00,37,Loan Payment
1647,271,3/10/23 14:00,569,Investment
1648,263,3/10/23 15:00,2665,Bill Payment
1649,506,3/10/23 16:00,3246,Bill Payment
1650,785,3/10/23 17:00,4563,Bill Payment
1651,512,3/10/23 18:00,954,Purchase
1652,854,3/10/23 19:00,3958,Bill Payment
1653,726,3/10/23 20:00,3666,Purchase
1654,886,3/10/23 21:00,4973,Bill Payment
1655,576,3/10/23 22:00,3073,Purchase
1656,524,3/10/23 23:00,1989,Bill Payment
1657,722,3/11/23 00:00,2726,Bill Payment
1658,312,3/11/23 01:00,4931,Investment
1659,174,3/11/23 02:00,825,Bill Payment
1660,431,3/11/23 03:00,2336,Investment
1661,768,3/11/23 04:00,2340,Bill Payment
1662,463,3/11/23 05:00,1012,Bill Payment
1663,101,3/11/23 06:00,1552,Investment
1664,16,3/11/23 07:00,4214,Investment
1665,709,3/11/23 08:00,1239,Purchase
1666,258,3/11/23 09:00,3315,Loan Payment
1667,896,3/11/23 10:00,2539,Investment
1668,244,3/11/23 11:00,1440,Purchase
1669,348,3/11/23 12:00,3922,Bill Payment
1670,249,3/11/23 13:00,1542,Investment
1671,105,3/11/23 14:00,1902,Investment
1672,694,3/11/23 15:00,3134,Bill Payment
1673,667,3/11/23 16:00,1431,Bill Payment
1674,287,3/11/23 17:00,400,Bill Payment
1675,169,3/11/23 18:00,2828,Bill Payment
1676,420,3/11/23 19:00,1879,Loan Payment
1677,47,3/11/23 20:00,2970,Investment
1678,43,3/11/23 21:00,1205,Bill Payment
1679,321,3/11/23 22:00,2615,Bill Payment
1680,818,3/11/23 23:00,867,Loan Payment
1681,221,3/12/23 00:00,3237,Investment
1682,513,3/12/23 01:00,1526,Purchase
1683,712,3/12/23 02:00,1163,Investment
1684,441,3/12/23 03:00,852,Purchase
1685,144,3/12/23 04:00,1692,Loan Payment
1686,890,3/12/23 05:00,304,Bill Payment
1687,28,3/12/23 06:00,654,Loan Payment
1688,854,3/12/23 07:00,3643,Investment
1689,850,3/12/23 08:00,2145,Bill Payment
1690,790,3/12/23 09:00,120,Investment
1691,553,3/12/23 10:00,593,Purchase
1692,844,3/12/23 11:00,3235,Investment
1693,659,3/12/23 12:00,1496,Loan Payment
1694,857,3/12/23 13:00,4874,Loan Payment
1695,690,3/12/23 14:00,1658,Loan Payment
1696,827,3/12/23 15:00,2391,Bill Payment
1697,837,3/12/23 16:00,115,Investment
1698,930,3/12/23 17:00,3563,Bill Payment
1699,167,3/12/23 18:00,1704,Investment
1700,635,3/12/23 19:00,1743,Purchase
1701,586,3/12/23 20:00,391,Investment
1702,751,3/12/23 21:00,2746,Investment
1703,249,3/12/23 22:00,4366,Investment
1704,775,3/12/23 23:00,1326,Investment
1705,764,3/13/23 00:00,2712,Purchase
1706,357,3/13/23 01:00,4925,Bill Payment
1707,111,3/13/23 02:00,4084,Loan Payment
1708,692,3/13/23 03:00,4814,Investment
1709,700,3/13/23 04:00,916,Loan Payment
1710,820,3/13/23 05:00,672,Loan Payment
1711,719,3/13/23 06:00,472,Loan Payment
1712,234,3/13/23 07:00,2912,Loan Payment
1713,24,3/13/23 08:00,4690,Investment
1714,26,3/13/23 09:00,952,Loan Payment
1715,381,3/13/23 10:00,167,Investment
1716,730,3/13/23 11:00,3319,Purchase
1717,346,3/13/23 12:00,1336,Bill Payment
1718,378,3/13/23 13:00,2727,Bill Payment
1719,522,3/13/23 14:00,2678,Investment
1720,17,3/13/23 15:00,2578,Investment
1721,245,3/13/23 16:00,3402,Bill Payment
1722,718,3/13/23 17:00,2116,Loan Payment
1723,770,3/13/23 18:00,4809,Investment
1724,624,3/13/23 19:00,657,Loan Payment
1725,717,3/13/23 20:00,3332,Investment
1726,539,3/13/23 21:00,2948,Investment
1727,969,3/13/23 22:00,2493,Purchase
1728,583,3/13/23 23:00,4251,Purchase
1729,688,3/14/23 00:00,2916,Bill Payment
1730,202,3/14/23 01:00,3035,Purchase
1731,248,3/14/23 02:00,1385,Purchase
1732,118,3/14/23 03:00,1833,Bill Payment
1733,9,3/14/23 04:00,254,Loan Payment
1734,598,3/14/23 05:00,2358,Purchase
1735,23,3/14/23 06:00,877,Loan Payment
1736,967,3/14/23 07:00,2871,Bill Payment
1737,240,3/14/23 08:00,489,Investment
1738,585,3/14/23 09:00,2472,Loan Payment
1740,984,3/14/23 11:00,3383,Loan Payment
1741,861,3/14/23 12:00,3031,Bill Payment
1742,81,3/14/23 13:00,3202,Bill Payment
1743,596,3/14/23 14:00,97,Investment
1744,199,3/14/23 15:00,1250,Loan Payment
1745,555,3/14/23 16:00,582,Investment
1746,1000,3/14/23 17:00,823,Investment
1747,775,3/14/23 18:00,188,Loan Payment
1748,92,3/14/23 19:00,1735,Loan Payment
1749,851,3/14/23 20:00,172,Bill Payment
1750,959,3/14/23 21:00,2650,Loan Payment
1751,84,3/14/23 22:00,1015,Bill Payment
1752,300,3/14/23 23:00,2358,Bill Payment
1753,935,3/15/23 00:00,2431,Bill Payment
1754,296,3/15/23 01:00,2765,Bill Payment
1755,647,3/15/23 02:00,4308,Bill Payment
1756,454,3/15/23 03:00,4152,Bill Payment
1757,281,3/15/23 04:00,4568,Loan Payment
1758,59,3/15/23 05:00,3751,Loan Payment
1759,909,3/15/23 06:00,4513,Purchase
1760,871,3/15/23 07:00,1227,Loan Payment
1761,1000,3/15/23 08:00,2484,Investment
1762,342,3/15/23 09:00,939,Purchase
1763,753,3/15/23 10:00,326,Loan Payment
1764,465,3/15/23 11:00,1512,Investment
1765,880,3/15/23 12:00,430,Loan Payment
1766,342,3/15/23 13:00,4368,Bill Payment
1768,62,3/15/23 15:00,437,Bill Payment
1769,776,3/15/23 16:00,406,Purchase
1770,625,3/15/23 17:00,805,Purchase
1771,429,3/15/23 18:00,116,Bill Payment
1772,658,3/15/23 19:00,4059,Purchase
1773,728,3/15/23 20:00,107,Purchase
1774,256,3/15/23 21:00,1913,Loan Payment
1775,828,3/15/23 22:00,3580,Investment
1776,828,3/15/23 23:00,3311,Bill Payment
1777,874,3/16/23 00:00,52,Loan Payment
1778,770,3/16/23 01:00,1587,Loan Payment
1779,706,3/16/23 02:00,4200,Bill Payment
1780,347,3/16/23 03:00,4293,Purchase
1781,526,3/16/23 04:00,394,Bill Payment
1782,304,3/16/23 05:00,4924,Investment
1783,615,3/16/23 06:00,3481,Investment
1784,245,3/16/23 07:00,3587,Bill Payment
1785,757,3/16/23 08:00,3248,Loan Payment
1786,824,3/16/23 09:00,1706,Bill Payment
1787,780,3/16/23 10:00,2144,Investment
1788,736,3/16/23 11:00,3902,Bill Payment
1789,732,3/16/23 12:00,2546,Purchase
1790,823,3/16/23 13:00,4331,Bill Payment
1791,412,3/16/23 14:00,2402,Loan Payment
1792,878,3/16/23 15:00,4623,Purchase
1793,217,3/16/23 16:00,3825,Investment
1795,474,3/16/23 18:00,423,Loan Payment
1796,36,3/16/23 19:00,2005,Loan Payment
1797,178,3/16/23 20:00,13,Investment
1798,387,3/16/23 21:00,187,Bill Payment
1799,769,3/16/23 22:00,755,Loan Payment
1800,17,3/16/23 23:00,4364,Purchase
1801,711,3/17/23 00:00,661,Bill Payment
1802,830,3/17/23 01:00,3899,Investment
1803,48,3/17/23 02:00,3281,Purchase
1804,62,3/17/23 03:00,2492,Bill Payment
1805,69,3/17/23 04:00,299,Loan Payment
1806,659,3/17/23 05:00,812,Investment
1807,871,3/17/23 06:00,2540,Investment
1808,366,3/17/23 07:00,243,Bill Payment
1809,162,3/17/23 08:00,417,Investment
1810,739,3/17/23 09:00,703,Purchase
1811,945,3/17/23 10:00,1179,Bill Payment
1812,976,3/17/23 11:00,4667,Purchase
1813,488,3/17/23 12:00,2487,Investment
1814,431,3/17/23 13:00,441,Investment
1815,999,3/17/23 14:00,2554,Investment
1816,859,3/17/23 15:00,992,Purchase
1817,489,3/17/23 16:00,3170,Investment
1818,230,3/17/23 17:00,3054,Bill Payment
1819,370,3/17/23 18:00,3934,Loan Payment
1821,857,3/17/23 20:00,4883,Loan Payment
1822,410,3/17/23 21:00,4328,Investment
1823,568,3/17/23 22:00,1698,Bill Payment
1824,590,3/17/23 23:00,477,Purchase
1825,270,3/18/23 00:00,2626,Loan Payment
1826,206,3/18/23 01:00,1355,Purchase
1827,793,3/18/23 02:00,2432,Loan Payment
1828,740,3/18/23 03:00,4517,Investment
1829,900,3/18/23 04:00,4731,Bill Payment
1830,751,3/18/23 05:00,1021,Loan Payment
1831,975,3/18/23 06:00,1687,Bill Payment
1832,800,3/18/23 07:00,3707,Loan Payment
1833,82,3/18/23 08:00,4907,Loan Payment
1834,846,3/18/23 09:00,4076,Investment
1836,193,3/18/23 11:00,2879,Purchase
1837,618,3/18/23 12:00,4360,Loan Payment
1838,189,3/18/23 13:00,1496,Loan Payment
1839,276,3/18/23 14:00,3349,Loan Payment
1840,74,3/18/23 15:00,1426,Investment
1841,10,3/18/23 16:00,4867,Bill Payment
1842,635,3/18/23 17:00,2856,Bill Payment
1843,216,3/18/23 18:00,1367,Investment
1844,290,3/18/23 19:00,4070,Purchase
1845,445,3/18/23 20:00,4670,Purchase
1846,988,3/18/23 21:00,1401,Investment
1847,923,3/18/23 22:00,1588,Bill Payment
1848,552,3/18/23 23:00,3759,Purchase
1849,193,3/19/23 00:00,3635,Investment
1850,639,3/19/23 01:00,2513,Bill Payment
1851,289,3/19/23 02:00,3147,Purchase
1852,964,3/19/23 03:00,2919,Purchase
1853,583,3/19/23 04:00,2674,Investment
1854,649,3/19/23 05:00,409,Bill Payment
1855,144,3/19/23 06:00,4392,Purchase
1856,389,3/19/23 07:00,3967,Investment
1857,866,3/19/23 08:00,2243,Purchase
1858,892,3/19/23 09:00,1549,Bill Payment
1859,407,3/19/23 10:00,246,Loan Payment
1860,811,3/19/23 11:00,4920,Purchase
