Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,target_income_group,Transaction_ID_Z-Score,Transaction_Amount_Z-Score,Transaction_Type_Bill Payment,Transaction_Type_Investment,Transaction_Type_Loan Payment,Transaction_Type_Purchase
969,628,2023-02-10 08:00:00,4748.0,Loan Payment,High,-1.060827521628138,1.5737055925410637,0.0,0.0,1.0,0.0
970,305,2023-02-10 09:00:00,4343.0,Purchase,High,-1.060134990180776,1.2919827766918413,0.0,0.0,0.0,1.0
971,746,2023-02-10 10:00:00,1465.0,Purchase,Medium,-1.059442458733414,-0.7099882455651028,0.0,0.0,0.0,1.0
972,405,2023-02-10 11:00:00,2195.0,Purchase,Medium,-1.0587499272860517,-0.20219156514551656,0.0,0.0,0.0,1.0
973,513,2023-02-10 12:00:00,3821.0,Loan Payment,High,-1.0580573958386896,0.9288733695972878,0.0,0.0,1.0,0.0
974,502,2023-02-10 13:00:00,3282.0,Investment,High,-1.0573648643913276,0.5539385603559769,0.0,1.0,0.0,0.0
975,348,2023-02-10 14:00:00,3692.0,Investment,High,-1.0566723329439656,0.839139435660128,0.0,1.0,0.0,0.0
976,240,2023-02-10 15:00:00,1856.0,Purchase,Medium,-1.0559798014966035,-0.43800399618968056,0.0,0.0,0.0,1.0
978,847,2023-02-10 17:00:00,2995.0,Bill Payment,Medium,-1.0545947386018792,0.3542979476430711,1.0,0.0,0.0,0.0
979,695,2023-02-10 18:00:00,4460.0,Purchase,High,-1.0539022071545172,1.3733693679371721,0.0,0.0,0.0,1.0
980,337,2023-02-10 19:00:00,2635.0,Purchase,Medium,-1.0532096757071552,0.10387766688820665,0.0,0.0,0.0,1.0
981,26,2023-02-10 20:00:00,2904.0,Bill Payment,Medium,-1.0525171442597931,0.29099726556336925,1.0,0.0,0.0,0.0
982,980,2023-02-10 21:00:00,568.0,Purchase,Low,-1.0518246128124311,-1.3339521117793067,0.0,0.0,0.0,1.0
983,409,2023-02-10 22:00:00,2906.0,Purchase,Medium,-1.051132081365069,0.29238848934534073,0.0,0.0,0.0,1.0
984,77,2023-02-10 23:00:00,1927.0,Investment,Medium,-1.0504395499177068,-0.38861555192969344,0.0,1.0,0.0,0.0
985,929,2023-02-11 00:00:00,1264.0,Investment,Medium,-1.0497470184703448,-0.8498062356532354,0.0,1.0,0.0,0.0
986,217,2023-02-11 01:00:00,1691.0,Purchase,Medium,-1.0490544870229828,-0.5527799582023267,0.0,0.0,0.0,1.0
987,328,2023-02-11 02:00:00,1824.0,Purchase,Medium,-1.0483619555756207,-0.4602635767012241,0.0,0.0,0.0,1.0
988,837,2023-02-11 03:00:00,672.0,Loan Payment,Low,-1.0476694241282587,-1.2616084751167902,0.0,0.0,1.0,0.0
989,774,2023-02-11 04:00:00,4126.0,Investment,High,-1.0469768926808964,1.141034996347937,0.0,1.0,0.0,0.0
990,23,2023-02-11 05:00:00,3335.0,Purchase,High,-1.0462843612335344,0.5908059905782208,0.0,0.0,0.0,1.0
991,756,2023-02-11 06:00:00,1251.0,Loan Payment,Medium,-1.0455918297861724,-0.85884919023605,0.0,0.0,1.0,0.0
992,670,2023-02-11 07:00:00,3153.0,Loan Payment,High,-1.0448992983388103,0.46420462641881716,0.0,0.0,1.0,0.0
993,718,2023-02-11 08:00:00,3047.0,Loan Payment,High,-1.0442067668914483,0.3904697659743293,0.0,0.0,1.0,0.0
994,310,2023-02-11 09:00:00,171.0,Loan Payment,Low,-1.0435142354440863,-1.6101100325006432,0.0,0.0,1.0,0.0
995,599,2023-02-11 10:00:00,4235.0,Investment,High,-1.042821703996724,1.2168566924653819,0.0,1.0,0.0,0.0
996,267,2023-02-11 11:00:00,1960.0,Loan Payment,Medium,-1.042129172549362,-0.3656603595271642,0.0,0.0,1.0,0.0
997,415,2023-02-11 12:00:00,4330.0,Investment,High,-1.041436641102,1.2829398221090267,0.0,1.0,0.0,0.0
998,646,2023-02-11 13:00:00,1791.0,Loan Payment,Medium,-1.040744109654638,-0.48321876910375333,0.0,0.0,1.0,0.0
999,267,2023-02-11 14:00:00,4685.0,Loan Payment,High,-1.040051578207276,1.5298820434089626,0.0,0.0,1.0,0.0
1000,333,2023-02-11 15:00:00,1487.0,Bill Payment,Medium,-1.0393590467599139,-0.6946847839634166,1.0,0.0,0.0,0.0
1001,780,2023-02-11 16:00:00,3040.0,Investment,High,-1.0386665153125516,0.38560048273742914,0.0,1.0,0.0,0.0
1002,450,2023-02-11 17:00:00,3996.0,Bill Payment,High,-1.0379739838651896,1.0506054505197915,1.0,0.0,0.0,0.0
1003,565,2023-02-11 18:00:00,116.0,Bill Payment,Low,-1.0372814524178275,-1.6483686865048588,1.0,0.0,0.0,0.0
1004,611,2023-02-11 19:00:00,2678.0,Loan Payment,Medium,-1.0365889209704655,0.13378897820059324,0.0,0.0,1.0,0.0
1005,247,2023-02-11 20:00:00,4945.0,Investment,High,-1.0358963895231035,1.7107411350652535,0.0,1.0,0.0,0.0
1006,36,2023-02-11 21:00:00,1174.0,Purchase,Medium,-1.0352038580757414,-0.9124113058419515,0.0,0.0,0.0,1.0
1007,401,2023-02-11 22:00:00,1167.0,Loan Payment,Medium,-1.0345113266283792,-0.9172805890788517,0.0,0.0,1.0,0.0
1008,28,2023-02-11 23:00:00,2256.0,Investment,Medium,-1.0338187951810172,-0.15975923979538675,0.0,1.0,0.0,0.0
1009,220,2023-02-12 00:00:00,676.0,Bill Payment,Low,-1.0331262637336551,-1.2588260275528473,1.0,0.0,0.0,0.0
1010,406,2023-02-12 01:00:00,2136.0,Investment,Medium,-1.032433732286293,-0.24323266671367488,0.0,1.0,0.0,0.0
1011,614,2023-02-12 02:00:00,2951.0,Loan Payment,Medium,-1.031741200838931,0.32369102443969877,0.0,0.0,1.0,0.0
1012,775,2023-02-12 03:00:00,521.0,Investment,Low,-1.0310486693915688,-1.3666458706556361,0.0,1.0,0.0,0.0
1013,271,2023-02-12 04:00:00,259.0,Bill Payment,Low,-1.0303561379442068,-1.5488961860938986,1.0,0.0,0.0,0.0
1014,736,2023-02-12 05:00:00,898.0,Investment,Low,-1.0296636064968447,-1.1044001877540144,0.0,1.0,0.0,0.0
1015,651,2023-02-12 06:00:00,1033.0,Investment,Medium,-1.0289710750494827,-1.01049258247094,0.0,1.0,0.0,0.0
1016,792,2023-02-12 07:00:00,4704.0,Bill Payment,High,-1.0282785436021207,1.5430986693376914,1.0,0.0,0.0,0.0
1017,511,2023-02-12 08:00:00,4858.0,Loan Payment,High,-1.0275860121547586,1.6502229005494946,0.0,0.0,1.0,0.0
1018,963,2023-02-12 09:00:00,609.0,Purchase,Low,-1.0268934807073964,-1.3054320242488915,0.0,0.0,0.0,1.0
1019,286,2023-02-12 10:00:00,3032.0,Bill Payment,High,-1.0262009492600344,0.38003558760954326,1.0,0.0,0.0,0.0
1020,454,2023-02-12 11:00:00,2540.0,Bill Payment,Medium,-1.0255084178126723,0.037794537244561874,1.0,0.0,0.0,0.0
1021,762,2023-02-12 12:00:00,2893.0,Loan Payment,Medium,-1.0248158863653103,0.28334553476252616,0.0,0.0,1.0,0.0
1022,834,2023-02-12 13:00:00,2074.0,Loan Payment,Medium,-1.0241233549179483,-0.28636060395479046,0.0,0.0,1.0,0.0
1023,317,2023-02-12 14:00:00,1768.0,Investment,Medium,-1.0234308234705862,-0.4992178425964252,0.0,1.0,0.0,0.0
1024,590,2023-02-12 15:00:00,3579.0,Bill Payment,High,-1.022738292023224,0.76053529197874,1.0,0.0,0.0,0.0
1025,297,2023-02-12 16:00:00,1252.0,Investment,Medium,-1.022045760575862,-0.8581535783450642,0.0,1.0,0.0,0.0
1026,338,2023-02-12 17:00:00,4339.0,Investment,High,-1.0213532291285,1.2892003291278984,0.0,1.0,0.0,0.0
1027,307,2023-02-12 18:00:00,2305.0,Loan Payment,Medium,-1.0206606976811379,-0.12567425713708574,0.0,0.0,1.0,0.0
1028,428,2023-02-12 19:00:00,1935.0,Loan Payment,Medium,-1.0199681662337758,-0.38305065680180755,0.0,0.0,1.0,0.0
1029,351,2023-02-12 20:00:00,2072.0,Investment,Medium,-1.0192756347864138,-0.2877518277367619,0.0,1.0,0.0,0.0
1030,511,2023-02-12 21:00:00,3405.0,Bill Payment,High,-1.0185831033390516,0.6394988229472223,1.0,0.0,0.0,0.0
1031,525,2023-02-12 22:00:00,450.0,Bill Payment,Low,-1.0178905718916895,-1.4160343149156234,1.0,0.0,0.0,0.0
1032,858,2023-02-12 23:00:00,2753.0,Investment,Medium,-1.0171980404443275,0.18595987002452333,0.0,1.0,0.0,0.0
1033,492,2023-02-13 00:00:00,16.0,Purchase,Low,-1.0165055089969655,-1.7179298756034322,0.0,0.0,0.0,1.0
1034,908,2023-02-13 01:00:00,1596.0,Purchase,Medium,-1.0158129775496034,-0.6188630878459715,0.0,0.0,0.0,1.0
1035,594,2023-02-13 02:00:00,835.0,Loan Payment,Low,-1.0151204461022412,-1.1482237368861155,0.0,0.0,1.0,0.0
1036,9,2023-02-13 03:00:00,3834.0,Bill Payment,High,-1.0144279146548791,0.9379163241801024,1.0,0.0,0.0,0.0
1037,497,2023-02-13 04:00:00,1278.0,Investment,Medium,-1.013735383207517,-0.8400676691794351,0.0,1.0,0.0,0.0
1038,725,2023-02-13 05:00:00,3446.0,Investment,High,-1.013042851760155,0.6680189104776374,0.0,1.0,0.0,0.0
1039,560,2023-02-13 06:00:00,3448.0,Bill Payment,High,-1.012350320312793,0.6694101342596088,1.0,0.0,0.0,0.0
1040,561,2023-02-13 07:00:00,1320.0,Loan Payment,Medium,-1.011657788865431,-0.8108519697580343,0.0,0.0,1.0,0.0
1041,821,2023-02-13 08:00:00,4043.0,Loan Payment,High,-1.0109652574180688,1.083299209396121,0.0,0.0,1.0,0.0
1042,440,2023-02-13 09:00:00,1637.0,Purchase,Medium,-1.0102727259707067,-0.5903430003155564,0.0,0.0,0.0,1.0
1043,552,2023-02-13 10:00:00,1046.0,Bill Payment,Medium,-1.0095801945233447,-1.0014496278881255,1.0,0.0,0.0,0.0
1044,875,2023-02-13 11:00:00,487.0,Bill Payment,Low,-1.0088876630759827,-1.3902966749491512,1.0,0.0,0.0,0.0
1045,792,2023-02-13 12:00:00,2688.0,Investment,Medium,-1.0081951316286206,0.14074509711045058,0.0,1.0,0.0,0.0
1046,738,2023-02-13 13:00:00,724.0,Bill Payment,Low,-1.0075026001812586,-1.2254366567855322,1.0,0.0,0.0,0.0
1047,968,2023-02-13 14:00:00,1686.0,Purchase,Medium,-1.0068100687338963,-0.5562580176572555,0.0,0.0,0.0,1.0
1048,108,2023-02-13 15:00:00,2172.0,Bill Payment,Medium,-1.0061175372865343,-0.21819063863818844,1.0,0.0,0.0,0.0
1049,245,2023-02-13 16:00:00,518.0,Investment,Low,-1.0054250058391723,-1.3687327063285935,0.0,1.0,0.0,0.0
1050,255,2023-02-13 17:00:00,391.0,Purchase,Low,-1.0047324743918102,-1.4570754164837818,0.0,0.0,0.0,1.0
1051,33,2023-02-13 18:00:00,1190.0,Investment,Medium,-1.0040399429444482,-0.9012815155861797,0.0,1.0,0.0,0.0
1052,23,2023-02-13 19:00:00,1855.0,Bill Payment,Medium,-1.0033474114970862,-0.4386996080806663,1.0,0.0,0.0,0.0
1053,845,2023-02-13 20:00:00,4380.0,Loan Payment,High,-1.002654880049724,1.3177204166583134,0.0,0.0,1.0,0.0
1054,566,2023-02-13 21:00:00,1728.0,Bill Payment,Medium,-1.0019623486023619,-0.5270423182358546,1.0,0.0,0.0,0.0
1055,821,2023-02-13 22:00:00,1110.0,Bill Payment,Medium,-1.0012698171549999,-0.9569304668650386,1.0,0.0,0.0,0.0
1056,49,2023-02-13 23:00:00,1870.0,Investment,Medium,-1.0005772857076378,-0.4282654297158803,0.0,1.0,0.0,0.0
1057,462,2023-02-14 00:00:00,2101.0,Loan Payment,Medium,-0.9998847542602757,-0.2675790828981756,0.0,0.0,1.0,0.0
1058,590,2023-02-14 01:00:00,727.0,Bill Payment,Low,-0.9991922228129136,-1.2233498211125748,1.0,0.0,0.0,0.0
1059,336,2023-02-14 02:00:00,327.0,Purchase,Low,-0.9984996913655516,-1.5015945775068686,0.0,0.0,0.0,1.0
1060,945,2023-02-14 03:00:00,4639.0,Purchase,High,-0.9978071599181895,1.4978838964236187,0.0,0.0,0.0,1.0
1061,358,2023-02-14 04:00:00,1786.0,Investment,Medium,-0.9971146284708274,-0.486696828558682,0.0,1.0,0.0,0.0
1062,122,2023-02-14 05:00:00,2294.0,Investment,Medium,-0.9964220970234654,-0.13332598793792882,0.0,1.0,0.0,0.0
1063,444,2023-02-14 06:00:00,1254.0,Loan Payment,Medium,-0.9957295655761033,-0.8567623545630928,0.0,0.0,1.0,0.0
1064,359,2023-02-14 07:00:00,1343.0,Investment,Medium,-0.9950370341287412,-0.7948528962653624,0.0,1.0,0.0,0.0
1066,346,2023-02-14 09:00:00,1210.0,Bill Payment,Medium,-0.993651971234017,-0.8873692777664651,1.0,0.0,0.0,0.0
1067,193,2023-02-14 10:00:00,1804.0,Purchase,Medium,-0.992959439786655,-0.47417581452093877,0.0,0.0,0.0,1.0
1068,416,2023-02-14 11:00:00,2711.0,Purchase,Medium,-0.9922669083392929,0.15674417060312248,0.0,0.0,0.0,1.0
1069,377,2023-02-14 12:00:00,1464.0,Purchase,Medium,-0.9915743768919308,-0.7106838574560885,0.0,0.0,0.0,1.0
1070,463,2023-02-14 13:00:00,1943.0,Investment,Medium,-0.9908818454445688,-0.37748576167392167,0.0,1.0,0.0,0.0
1071,756,2023-02-14 14:00:00,756.0,Investment,Low,-0.9901893139972067,-1.2031770762739886,0.0,1.0,0.0,0.0
1072,661,2023-02-14 15:00:00,850.0,Bill Payment,Low,-0.9894967825498446,-1.1377895585213296,1.0,0.0,0.0,0.0
1073,146,2023-02-14 16:00:00,2505.0,Investment,Medium,-0.9888042511024826,0.013448121060061163,0.0,1.0,0.0,0.0
1074,478,2023-02-14 17:00:00,1098.0,Loan Payment,Medium,-0.9881117196551205,-0.9652778095568674,0.0,0.0,1.0,0.0
1075,828,2023-02-14 18:00:00,802.0,Purchase,Low,-0.9874191882077584,-1.1711789292886448,0.0,0.0,0.0,1.0
1076,890,2023-02-14 19:00:00,1277.0,Bill Payment,Medium,-0.9867266567603964,-0.8407632810704209,1.0,0.0,0.0,0.0
1077,653,2023-02-14 20:00:00,1560.0,Loan Payment,Medium,-0.9860341253130342,-0.643905115921458,0.0,0.0,1.0,0.0
1078,408,2023-02-14 21:00:00,2700.0,Loan Payment,Medium,-0.9853415938656722,0.1490924398022794,0.0,0.0,1.0,0.0
1079,286,2023-02-14 22:00:00,302.0,Investment,Low,-0.9846490624183102,-1.518984874781512,0.0,1.0,0.0,0.0
1080,898,2023-02-14 23:00:00,4032.0,Investment,High,-0.983956530970948,1.0756474785952779,0.0,1.0,0.0,0.0
1081,851,2023-02-15 00:00:00,1414.0,Purchase,Medium,-0.983263999523586,-0.7454644520053753,0.0,0.0,0.0,1.0
1082,111,2023-02-15 01:00:00,1658.0,Bill Payment,Medium,-0.982571468076224,-0.575735150604856,1.0,0.0,0.0,0.0
1083,620,2023-02-15 02:00:00,2826.0,Loan Payment,Medium,-0.9818789366288618,0.23673953806648196,0.0,0.0,1.0,0.0
1084,879,2023-02-15 03:00:00,3920.0,Investment,High,-0.9811864051814998,0.9977389468048755,0.0,1.0,0.0,0.0
1085,793,2023-02-15 04:00:00,2928.0,Investment,Medium,-0.9804938737341378,0.3076919509470269,0.0,1.0,0.0,0.0
1086,50,2023-02-15 05:00:00,1407.0,Bill Payment,Medium,-0.9798013422867756,-0.7503337352422754,1.0,0.0,0.0,0.0
1087,14,2023-02-15 06:00:00,1703.0,Bill Payment,Medium,-0.9791088108394136,-0.5444326155104979,1.0,0.0,0.0,0.0
1088,134,2023-02-15 07:00:00,1047.0,Investment,Medium,-0.9784162793920516,-1.0007540159971398,0.0,1.0,0.0,0.0
1089,588,2023-02-15 08:00:00,3862.0,Investment,High,-0.9777237479446894,0.957393457127703,0.0,1.0,0.0,0.0
1090,596,2023-02-15 09:00:00,1572.0,Purchase,Medium,-0.9770312164973274,-0.6355577732296291,0.0,0.0,0.0,1.0
1091,343,2023-02-15 10:00:00,1122.0,Bill Payment,Medium,-0.9763386850499653,-0.9485831241732098,1.0,0.0,0.0,0.0
1092,670,2023-02-15 11:00:00,1301.0,Loan Payment,Medium,-0.9756461536026032,-0.8240685956867633,0.0,0.0,1.0,0.0
1093,286,2023-02-15 12:00:00,1171.0,Investment,Medium,-0.9749536221552412,-0.9144981415149087,0.0,1.0,0.0,0.0
1094,934,2023-02-15 13:00:00,1039.0,Investment,Medium,-0.974261090707879,-1.0063189111250257,0.0,1.0,0.0,0.0
1095,314,2023-02-15 14:00:00,4347.0,Investment,High,-0.973568559260517,1.2947652242557843,0.0,1.0,0.0,0.0
1096,606,2023-02-15 15:00:00,4267.0,Investment,High,-0.972876027813155,1.2391162729769254,0.0,1.0,0.0,0.0
1097,297,2023-02-15 16:00:00,2749.0,Purchase,Medium,-0.9721834963657928,0.18317742246058039,0.0,0.0,0.0,1.0
1098,606,2023-02-15 17:00:00,988.0,Bill Payment,Low,-0.9714909649184308,-1.0417951175652982,1.0,0.0,0.0,0.0
1099,569,2023-02-15 18:00:00,527.0,Investment,Low,-0.9707984334710688,-1.3624721993097217,0.0,1.0,0.0,0.0
1100,164,2023-02-15 19:00:00,792.0,Bill Payment,Low,-0.9701059020237066,-1.1781350481985022,1.0,0.0,0.0,0.0
1101,832,2023-02-15 20:00:00,2841.0,Loan Payment,Medium,-0.9694133705763446,0.24717371643126798,0.0,0.0,1.0,0.0
1102,497,2023-02-15 21:00:00,4190.0,Loan Payment,High,-0.9687208391289825,1.185554157371024,0.0,0.0,1.0,0.0
1103,610,2023-02-15 22:00:00,147.0,Loan Payment,Low,-0.9680283076816204,-1.626804717884301,0.0,0.0,1.0,0.0
1104,16,2023-02-15 23:00:00,763.0,Loan Payment,Low,-0.9673357762342584,-1.1983077930370885,0.0,0.0,1.0,0.0
1105,344,2023-02-16 00:00:00,2963.0,Bill Payment,Medium,-0.9666432447868963,0.33203836713152757,1.0,0.0,0.0,0.0
1106,78,2023-02-16 01:00:00,4818.0,Loan Payment,High,-0.9659507133395342,1.6223984249100651,0.0,0.0,1.0,0.0
1107,346,2023-02-16 02:00:00,2465.0,Loan Payment,Medium,-0.9652581818921722,-0.014376354579368221,0.0,0.0,1.0,0.0
1108,72,2023-02-16 03:00:00,2844.0,Investment,Medium,-0.9645656504448101,0.24926055210422518,0.0,1.0,0.0,0.0
1109,270,2023-02-16 04:00:00,589.0,Investment,Low,-0.963873118997448,-1.3193442620686062,0.0,1.0,0.0,0.0
1110,287,2023-02-16 05:00:00,3265.0,Investment,High,-0.963180587550086,0.5421131582092195,0.0,1.0,0.0,0.0
1112,880,2023-02-16 07:00:00,4659.0,Investment,High,-0.9617955246553618,1.5117961342433335,0.0,1.0,0.0,0.0
1113,68,2023-02-16 08:00:00,405.0,Loan Payment,Low,-0.9611029932079997,-1.4473368500099815,0.0,0.0,1.0,0.0
1115,55,2023-02-16 10:00:00,4915.0,Loan Payment,High,-0.9597179303132756,1.6898727783356815,0.0,0.0,1.0,0.0
1116,980,2023-02-16 11:00:00,2599.0,Bill Payment,Medium,-0.9590253988659135,0.07883563881272021,1.0,0.0,0.0,0.0
1117,379,2023-02-16 12:00:00,3044.0,Loan Payment,High,-0.9583328674185514,0.3883829303013721,0.0,0.0,1.0,0.0
1118,974,2023-02-16 13:00:00,179.0,Purchase,Low,-0.9576403359711894,-1.6045451373727575,0.0,0.0,0.0,1.0
1119,168,2023-02-16 14:00:00,2347.0,Investment,Medium,-0.9569478045238273,-0.0964585577156849,0.0,1.0,0.0,0.0
1120,409,2023-02-16 15:00:00,3249.0,Loan Payment,High,-0.9562552730764652,0.5309833679534477,0.0,0.0,1.0,0.0
1121,508,2023-02-16 16:00:00,3425.0,Investment,High,-0.9555627416291032,0.653411060766937,0.0,1.0,0.0,0.0
1122,537,2023-02-16 17:00:00,3578.0,Purchase,High,-0.9548702101817411,0.7598396800877544,0.0,0.0,0.0,1.0
1123,643,2023-02-16 18:00:00,3226.0,Purchase,High,-0.954177678734379,0.5149842944607758,0.0,0.0,0.0,1.0
1124,837,2023-02-16 19:00:00,3494.0,Investment,High,-0.9534851472870169,0.7014082812449527,0.0,1.0,0.0,0.0
1125,102,2023-02-16 20:00:00,4845.0,Investment,High,-0.9527926158396549,1.64117994596668,0.0,1.0,0.0,0.0
1126,886,2023-02-16 21:00:00,1851.0,Bill Payment,Medium,-0.9521000843922928,-0.44148205564460924,1.0,0.0,0.0,0.0
1127,794,2023-02-16 22:00:00,3770.0,Investment,High,-0.9514075529449307,0.8933971631570153,0.0,1.0,0.0,0.0
1128,808,2023-02-16 23:00:00,4562.0,Investment,High,-0.9507150214975687,1.4443217808177171,0.0,1.0,0.0,0.0
1129,806,2023-02-17 00:00:00,3036.0,Bill Payment,High,-0.9500224900502066,0.3828180351734862,1.0,0.0,0.0,0.0
1130,422,2023-02-17 01:00:00,3975.0,Loan Payment,High,-0.9493299586028445,1.035997600809091,0.0,0.0,1.0,0.0
1131,964,2023-02-17 02:00:00,1611.0,Bill Payment,Medium,-0.9486374271554825,-0.6084289094811856,1.0,0.0,0.0,0.0
1132,775,2023-02-17 03:00:00,1156.0,Loan Payment,Medium,-0.9479448957081203,-0.9249323198796947,0.0,0.0,1.0,0.0
1133,478,2023-02-17 04:00:00,4336.0,Loan Payment,High,-0.9472523642607583,1.287113493454941,0.0,0.0,1.0,0.0
1134,926,2023-02-17 05:00:00,2694.0,Loan Payment,Medium,-0.9465598328133963,0.144918768456365,0.0,0.0,1.0,0.0
1135,120,2023-02-17 06:00:00,121.0,Bill Payment,Low,-0.9458673013660341,-1.64489062704993,1.0,0.0,0.0,0.0
1136,915,2023-02-17 07:00:00,602.0,Bill Payment,Low,-0.9451747699186721,-1.3103013074857917,1.0,0.0,0.0,0.0
1137,743,2023-02-17 08:00:00,2449.0,Purchase,Medium,-0.9444822384713101,-0.025506144835139972,0.0,0.0,0.0,1.0
1138,291,2023-02-17 09:00:00,1248.0,Loan Payment,Medium,-0.9437897070239479,-0.8609360259090072,0.0,0.0,1.0,0.0
1139,488,2023-02-17 10:00:00,2804.0,Bill Payment,Medium,-0.9430971755765859,0.2214360764647958,1.0,0.0,0.0,0.0
1140,161,2023-02-17 11:00:00,2424.0,Purchase,Medium,-0.9424046441292238,-0.042896442109783335,0.0,0.0,0.0,1.0
1141,673,2023-02-17 12:00:00,2139.0,Loan Payment,Medium,-0.9417121126818617,-0.24114583104071768,0.0,0.0,1.0,0.0
1142,78,2023-02-17 13:00:00,2863.0,Bill Payment,Medium,-0.9410195812344997,0.2624771780329541,1.0,0.0,0.0,0.0
1143,38,2023-02-17 14:00:00,2879.0,Bill Payment,Medium,-0.9403270497871375,0.2736069682887259,1.0,0.0,0.0,0.0
1144,394,2023-02-17 15:00:00,3608.0,Bill Payment,High,-0.9396345183397755,0.7807080368173264,1.0,0.0,0.0,0.0
1145,441,2023-02-17 16:00:00,3813.0,Investment,High,-0.9389419868924135,0.923308474469402,0.0,1.0,0.0,0.0
1146,540,2023-02-17 17:00:00,1536.0,Purchase,Medium,-0.9382494554450513,-0.6605998013051156,0.0,0.0,0.0,1.0
1147,462,2023-02-17 18:00:00,1979.0,Bill Payment,Medium,-0.9375569239976893,-0.3524437335984352,1.0,0.0,0.0,0.0
1148,612,2023-02-17 19:00:00,961.0,Investment,Low,-0.9368643925503273,-1.060576638621913,0.0,1.0,0.0,0.0
1149,294,2023-02-17 20:00:00,1512.0,Purchase,Medium,-0.9361718611029651,-0.6772944866887732,0.0,0.0,0.0,1.0
1150,400,2023-02-17 21:00:00,4477.0,Purchase,High,-0.9354793296556031,1.3851947700839298,0.0,0.0,0.0,1.0
1153,92,2023-02-18 00:00:00,3996.0,Investment,High,-0.9334017353135169,1.0506054505197915,0.0,1.0,0.0,0.0
1154,767,2023-02-18 01:00:00,2364.0,Loan Payment,Medium,-0.9327092038661549,-0.0846331555689274,0.0,0.0,1.0,0.0
1155,609,2023-02-18 02:00:00,235.0,Bill Payment,Low,-0.9320166724187927,-1.5655908714775564,1.0,0.0,0.0,0.0
1156,6,2023-02-18 03:00:00,3021.0,Investment,High,-0.9313241409714307,0.3723838568087002,0.0,1.0,0.0,0.0
1157,681,2023-02-18 04:00:00,4136.0,Purchase,High,-0.9306316095240686,1.1479911152577942,0.0,0.0,0.0,1.0
1158,895,2023-02-18 05:00:00,623.0,Purchase,Low,-0.9299390780767065,-1.2956934577750914,0.0,0.0,0.0,1.0
1159,271,2023-02-18 06:00:00,108.0,Loan Payment,Low,-0.9292465466293445,-1.6539335816327445,0.0,0.0,1.0,0.0
1160,620,2023-02-18 07:00:00,820.0,Loan Payment,Low,-0.9285540151819824,-1.1586579152509016,0.0,0.0,1.0,0.0
1161,899,2023-02-18 08:00:00,3347.0,Loan Payment,High,-0.9278614837346203,0.5991533332700497,0.0,0.0,1.0,0.0
1162,811,2023-02-18 09:00:00,2709.0,Loan Payment,Medium,-0.9271689522872583,0.155352946821151,0.0,0.0,1.0,0.0
1163,559,2023-02-18 10:00:00,4919.0,Loan Payment,High,-0.9264764208398962,1.6926552258996244,0.0,0.0,1.0,0.0
1164,99,2023-02-18 11:00:00,1029.0,Bill Payment,Medium,-0.9257838893925341,-1.013275030034883,1.0,0.0,0.0,0.0
1165,526,2023-02-18 12:00:00,3035.0,Investment,High,-0.925091357945172,0.38212242328250046,0.0,1.0,0.0,0.0
1166,194,2023-02-18 13:00:00,3538.0,Loan Payment,High,-0.9243988264978099,0.732015204448325,0.0,0.0,1.0,0.0
1167,157,2023-02-18 14:00:00,3896.0,Loan Payment,High,-0.9237062950504479,0.9810442614212179,0.0,0.0,1.0,0.0
1168,900,2023-02-18 15:00:00,2989.0,Bill Payment,Medium,-0.9230137636030858,0.3501242762971567,1.0,0.0,0.0,0.0
1169,666,2023-02-18 16:00:00,3350.0,Investment,High,-0.9223212321557237,0.6012401689430069,0.0,1.0,0.0,0.0
1170,115,2023-02-18 17:00:00,806.0,Loan Payment,Low,-0.9216287007083617,-1.168396481724702,0.0,0.0,1.0,0.0
1172,770,2023-02-18 19:00:00,3076.0,Investment,High,-0.9202436378136375,0.4106425108129156,0.0,1.0,0.0,0.0
1173,657,2023-02-18 20:00:00,3030.0,Bill Payment,High,-0.9195511063662755,0.37864436382757183,1.0,0.0,0.0,0.0
1174,803,2023-02-18 21:00:00,2690.0,Bill Payment,Medium,-0.9188585749189134,0.14213632089242206,1.0,0.0,0.0,0.0
1175,522,2023-02-18 22:00:00,4451.0,Loan Payment,High,-0.9181660434715513,1.3671088609183006,0.0,0.0,1.0,0.0
1176,880,2023-02-18 23:00:00,4829.0,Purchase,High,-0.9174735120241893,1.6300501557109084,0.0,0.0,0.0,1.0
1177,214,2023-02-19 00:00:00,2958.0,Bill Payment,Medium,-0.9167809805768272,0.32856030767659894,1.0,0.0,0.0,0.0
1178,745,2023-02-19 01:00:00,3741.0,Investment,High,-0.9160884491294651,0.8732244183184291,0.0,1.0,0.0,0.0
1179,683,2023-02-19 02:00:00,1111.0,Investment,Medium,-0.915395917682103,-0.9562348549740528,0.0,1.0,0.0,0.0
1180,533,2023-02-19 03:00:00,1047.0,Loan Payment,Medium,-0.914703386234741,-1.0007540159971398,0.0,0.0,1.0,0.0
1181,15,2023-02-19 04:00:00,4241.0,Loan Payment,High,-0.9140108547873789,1.2210303638112963,0.0,0.0,1.0,0.0
1182,419,2023-02-19 05:00:00,801.0,Loan Payment,Low,-0.9133183233400168,-1.1718745411796305,0.0,0.0,1.0,0.0
