Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type_Bill_Payment,Transaction_Type_Investment,Transaction_Type_Loan_Payment,Transaction_Type_Purchase,,,,,
1267,68,2/22/23 18:00,3418,0,0,0,1,,,,,
1268,740,2/22/23 19:00,3752,0,0,1,0,,,,,
1269,123,2/22/23 20:00,792,0,0,1,0,,,,,
1270,685,2/22/23 21:00,4226,1,0,0,0,,,,,
1271,336,2/22/23 22:00,775,0,0,0,1,,,,,
1272,153,2/22/23 23:00,3485,0,0,1,0,,,,,
1273,974,2/23/23 00:00,782,0,0,1,0,,,,,
1274,779,2/23/23 01:00,3867,1,0,0,0,,,,,
1275,669,2/23/23 02:00,3195,1,0,0,0,,,,,
1276,162,2/23/23 03:00,549,0,0,1,0,,,,,
1277,214,2/23/23 04:00,2059,0,0,0,1,,,,,
1278,910,2/23/23 05:00,3293,0,0,1,0,,,,,
1279,376,2/23/23 06:00,4685,0,0,1,0,,,,,
1280,920,2/23/23 07:00,1673,0,0,0,1,,,,,
1281,443,2/23/23 08:00,1057,1,0,0,0,,,,,
1282,423,2/23/23 09:00,3846,0,0,0,1,,,,,
1283,538,2/23/23 10:00,3449,0,0,0,1,,,,,
1284,939,2/23/23 11:00,515,0,0,0,1,,,,,
1285,804,2/23/23 12:00,3257,0,0,0,1,,,,,
1286,935,2/23/23 13:00,3510,1,0,0,0,,,,,
1287,701,2/23/23 14:00,1920,0,0,1,0,,,,,
1288,912,2/23/23 15:00,742,0,1,0,0,,,,,
1289,634,2/23/23 16:00,3523,1,0,0,0,,,,,
1290,230,2/23/23 17:00,1581,0,0,0,1,,,,,
1291,59,2/23/23 18:00,4619,0,0,1,0,,,,,
1292,96,2/23/23 19:00,2952,0,0,1,0,,,,,
1293,262,2/23/23 20:00,4466,0,0,0,1,,,,,
1294,354,2/23/23 21:00,2331,1,0,0,0,,,,,
1295,312,2/23/23 22:00,3345,0,0,0,1,,,,,
1296,136,2/23/23 23:00,4632,0,0,1,0,,,,,
1297,862,2/24/23 00:00,4384,0,0,1,0,,,,,
1298,795,2/24/23 01:00,2763,1,0,0,0,,,,,
1299,967,2/24/23 02:00,1382,0,1,0,0,,,,,
1300,923,2/24/23 03:00,1454,0,0,0,1,,,,,
1301,473,2/24/23 04:00,3386,0,1,0,0,,,,,
1302,632,2/24/23 05:00,299,0,0,1,0,,,,,
1303,430,2/24/23 06:00,2075,0,1,0,0,,,,,
1304,937,2/24/23 07:00,73,0,0,0,1,,,,,
1305,975,2/24/23 08:00,3955,0,0,0,1,,,,,
1306,537,2/24/23 09:00,339,0,0,1,0,,,,,
1307,854,2/24/23 10:00,4868,1,0,0,0,,,,,
1308,146,2/24/23 11:00,1973,1,0,0,0,,,,,
1309,524,2/24/23 12:00,3098,0,0,1,0,,,,,
1310,87,2/24/23 13:00,2500,0,0,0,1,,,,,
1311,947,2/24/23 14:00,150,1,0,0,0,,,,,
1312,109,2/24/23 15:00,4549,0,1,0,0,,,,,
1313,423,2/24/23 16:00,2483,0,0,1,0,,,,,
1314,345,2/24/23 17:00,3913,0,1,0,0,,,,,
1315,266,2/24/23 18:00,459,0,0,0,1,,,,,
1316,734,2/24/23 19:00,1835,1,0,0,0,,,,,
1317,586,2/24/23 20:00,4456,0,0,0,1,,,,,
1318,994,2/24/23 21:00,4704,0,1,0,0,,,,,
1319,494,2/24/23 22:00,4816,0,0,0,1,,,,,
1320,333,2/24/23 23:00,879,0,0,0,1,,,,,
1323,614,2/25/23 02:00,3612,0,0,0,1,,,,,
1324,937,2/25/23 03:00,402,0,0,1,0,,,,,
1325,649,2/25/23 04:00,851,0,0,0,1,,,,,
1326,191,2/25/23 05:00,2458,0,1,0,0,,,,,
1327,973,2/25/23 06:00,2801,0,0,1,0,,,,,
1328,933,2/25/23 07:00,2963,0,0,0,1,,,,,
1329,142,2/25/23 08:00,1368,0,0,1,0,,,,,
1330,869,2/25/23 09:00,1000,0,0,0,1,,,,,
1331,73,2/25/23 10:00,1048,0,0,1,0,,,,,
1332,840,2/25/23 11:00,37,1,0,0,0,,,,,
1333,167,2/25/23 12:00,397,0,0,0,1,,,,,
1334,168,2/25/23 13:00,842,1,0,0,0,,,,,
1335,566,2/25/23 14:00,259,0,0,0,1,,,,,
1336,259,2/25/23 15:00,2037,1,0,0,0,,,,,
1337,439,2/25/23 16:00,1538,0,0,0,1,,,,,
1338,111,2/25/23 17:00,4203,0,0,1,0,,,,,
1340,673,2/25/23 19:00,1370,0,0,1,0,,,,,
1341,864,2/25/23 20:00,3119,0,0,0,1,,,,,
1342,839,2/25/23 21:00,1333,0,0,1,0,,,,,
1343,531,2/25/23 22:00,2236,0,0,0,1,,,,,
1344,290,2/25/23 23:00,3690,0,0,1,0,,,,,
1345,974,2/26/23 00:00,901,1,0,0,0,,,,,
1346,562,2/26/23 01:00,1315,0,0,0,1,,,,,
1347,510,2/26/23 02:00,4558,0,0,1,0,,,,,
1348,175,2/26/23 03:00,4202,0,0,0,1,,,,,
1349,302,2/26/23 04:00,271,0,0,0,1,,,,,
1350,696,2/26/23 05:00,2350,0,0,0,1,,,,,
1351,185,2/26/23 06:00,1803,0,1,0,0,,,,,
1352,339,2/26/23 07:00,2306,0,0,0,1,,,,,
1353,510,2/26/23 08:00,2302,0,0,1,0,,,,,
1354,819,2/26/23 09:00,2180,0,1,0,0,,,,,
1355,310,2/26/23 10:00,334,0,0,1,0,,,,,
1356,507,2/26/23 11:00,995,0,1,0,0,,,,,
1357,346,2/26/23 12:00,4792,0,0,0,1,,,,,
1358,81,2/26/23 13:00,3862,1,0,0,0,,,,,
1359,374,2/26/23 14:00,1749,1,0,0,0,,,,,
1360,156,2/26/23 15:00,1870,0,0,0,1,,,,,
1361,787,2/26/23 16:00,3147,0,1,0,0,,,,,
1362,795,2/26/23 17:00,3908,0,0,1,0,,,,,
1363,432,2/26/23 18:00,845,1,0,0,0,,,,,
1364,500,2/26/23 19:00,4164,0,0,0,1,,,,,
1365,761,2/26/23 20:00,2788,0,0,0,1,,,,,
1366,147,2/26/23 21:00,1406,0,1,0,0,,,,,
1367,481,2/26/23 22:00,1686,1,0,0,0,,,,,
1368,435,2/26/23 23:00,4341,0,0,0,1,,,,,
1369,519,2/27/23 00:00,4323,1,0,0,0,,,,,
1370,669,2/27/23 01:00,1847,0,0,1,0,,,,,
1371,683,2/27/23 02:00,3731,0,0,0,1,,,,,
1372,69,2/27/23 03:00,3682,0,0,0,1,,,,,
1373,606,2/27/23 04:00,3032,0,0,1,0,,,,,
1374,881,2/27/23 05:00,4694,0,0,0,1,,,,,
1375,875,2/27/23 06:00,1681,0,1,0,0,,,,,
1376,888,2/27/23 07:00,926,0,0,1,0,,,,,
1377,186,2/27/23 08:00,927,0,1,0,0,,,,,
1378,904,2/27/23 09:00,1143,0,0,1,0,,,,,
1379,682,2/27/23 10:00,1846,0,0,1,0,,,,,
1380,204,2/27/23 11:00,2148,0,1,0,0,,,,,
1381,554,2/27/23 12:00,4017,0,0,1,0,,,,,
1382,13,2/27/23 13:00,1915,1,0,0,0,,,,,
1383,666,2/27/23 14:00,3999,0,1,0,0,,,,,
1384,274,2/27/23 15:00,3495,0,0,1,0,,,,,
1385,298,2/27/23 16:00,4807,0,1,0,0,,,,,
1386,51,2/27/23 17:00,2130,0,0,1,0,,,,,
1387,500,2/27/23 18:00,2742,0,0,1,0,,,,,
1388,369,2/27/23 19:00,2779,1,0,0,0,,,,,
1389,724,2/27/23 20:00,1331,1,0,0,0,,,,,
1390,656,2/27/23 21:00,3726,1,0,0,0,,,,,
1391,357,2/27/23 22:00,3364,0,0,1,0,,,,,
1392,3,2/27/23 23:00,1538,1,0,0,0,,,,,
1393,254,2/28/23 00:00,4753,0,1,0,0,,,,,
1394,475,2/28/23 01:00,769,0,0,1,0,,,,,
1395,847,2/28/23 02:00,3422,0,1,0,0,,,,,
1396,506,2/28/23 03:00,1367,1,0,0,0,,,,,
1397,256,2/28/23 04:00,2200,0,0,1,0,,,,,
1398,610,2/28/23 05:00,3491,0,1,0,0,,,,,
1399,685,2/28/23 06:00,958,0,0,0,1,,,,,
1400,150,2/28/23 07:00,2089,0,1,0,0,,,,,
1401,488,2/28/23 08:00,1776,0,0,1,0,,,,,
1402,279,2/28/23 09:00,37,0,0,0,1,,,,,
1404,446,2/28/23 11:00,2548,1,0,0,0,,,,,
1405,113,2/28/23 12:00,169,0,1,0,0,,,,,
1406,836,2/28/23 13:00,2902,1,0,0,0,,,,,
1407,755,2/28/23 14:00,4123,0,1,0,0,,,,,
1408,822,2/28/23 15:00,3732,0,1,0,0,,,,,
1409,569,2/28/23 16:00,3741,0,1,0,0,,,,,
1410,489,2/28/23 17:00,2481,0,1,0,0,,,,,
1411,407,2/28/23 18:00,4860,0,0,1,0,,,,,
1412,367,2/28/23 19:00,1580,0,0,1,0,,,,,
1413,60,2/28/23 20:00,846,0,0,0,1,,,,,
1414,329,2/28/23 21:00,4999,0,0,0,1,,,,,
1415,728,2/28/23 22:00,3948,1,0,0,0,,,,,
1416,469,2/28/23 23:00,2296,0,0,1,0,,,,,
1417,745,3/1/23 00:00,3415,0,0,0,1,,,,,
1418,567,3/1/23 01:00,2680,0,0,1,0,,,,,
1419,885,3/1/23 02:00,4122,0,0,1,0,,,,,
1420,720,3/1/23 03:00,4757,1,0,0,0,,,,,
1421,63,3/1/23 04:00,4365,1,0,0,0,,,,,
1422,184,3/1/23 05:00,1637,0,1,0,0,,,,,
1423,311,3/1/23 06:00,1876,0,0,1,0,,,,,
1424,793,3/1/23 07:00,214,0,1,0,0,,,,,
1425,538,3/1/23 08:00,3589,0,1,0,0,,,,,
1426,177,3/1/23 09:00,3184,0,1,0,0,,,,,
1427,575,3/1/23 10:00,801,0,0,1,0,,,,,
1428,429,3/1/23 11:00,4102,0,0,1,0,,,,,
1429,73,3/1/23 12:00,3757,0,1,0,0,,,,,
1430,847,3/1/23 13:00,1115,0,0,1,0,,,,,
1431,167,3/1/23 14:00,1100,0,1,0,0,,,,,
1432,225,3/1/23 15:00,1617,0,0,0,1,,,,,
1433,577,3/1/23 16:00,1849,0,0,1,0,,,,,
1434,581,3/1/23 17:00,3407,1,0,0,0,,,,,
1435,952,3/1/23 18:00,76,1,0,0,0,,,,,
1436,9,3/1/23 19:00,4789,0,1,0,0,,,,,
1437,236,3/1/23 20:00,1288,0,0,0,1,,,,,
1438,710,3/1/23 21:00,4168,0,0,1,0,,,,,
1439,924,3/1/23 22:00,823,0,1,0,0,,,,,
1440,685,3/1/23 23:00,412,0,0,0,1,,,,,
1441,794,3/2/23 00:00,2012,0,0,0,1,,,,,
1442,28,3/2/23 01:00,4176,0,0,1,0,,,,,
1443,808,3/2/23 02:00,2935,1,0,0,0,,,,,
1444,911,3/2/23 03:00,3003,1,0,0,0,,,,,
1445,646,3/2/23 04:00,1096,0,0,0,1,,,,,
1446,27,3/2/23 05:00,4350,1,0,0,0,,,,,
1447,550,3/2/23 06:00,2576,0,0,0,1,,,,,
1448,196,3/2/23 07:00,4498,0,0,0,1,,,,,
1449,203,3/2/23 08:00,781,0,0,0,1,,,,,
1450,85,3/2/23 09:00,3682,1,0,0,0,,,,,
1451,832,3/2/23 10:00,3258,0,1,0,0,,,,,
1452,30,3/2/23 11:00,1679,1,0,0,0,,,,,
1453,466,3/2/23 12:00,1566,0,1,0,0,,,,,
1454,99,3/2/23 13:00,2968,1,0,0,0,,,,,
1455,899,3/2/23 14:00,1161,0,0,1,0,,,,,
1456,190,3/2/23 15:00,1227,0,0,1,0,,,,,
1457,12,3/2/23 16:00,2241,1,0,0,0,,,,,
1458,603,3/2/23 17:00,4352,0,0,1,0,,,,,
1459,30,3/2/23 18:00,3954,0,0,1,0,,,,,
1460,725,3/2/23 19:00,2052,0,0,1,0,,,,,
1461,38,3/2/23 20:00,715,0,0,1,0,,,,,
1463,572,3/2/23 22:00,2123,0,0,0,1,,,,,
1464,294,3/2/23 23:00,2987,0,1,0,0,,,,,
1465,360,3/3/23 00:00,4359,0,0,0,1,,,,,
1466,655,3/3/23 01:00,4388,0,0,0,1,,,,,
1467,914,3/3/23 02:00,432,1,0,0,0,,,,,
1468,180,3/3/23 03:00,2031,1,0,0,0,,,,,
1469,797,3/3/23 04:00,3803,1,0,0,0,,,,,
1470,112,3/3/23 05:00,4141,1,0,0,0,,,,,
1471,742,3/3/23 06:00,540,1,0,0,0,,,,,
1472,444,3/3/23 07:00,100,0,1,0,0,,,,,
1473,21,3/3/23 08:00,3382,0,1,0,0,,,,,
1474,145,3/3/23 09:00,1952,0,0,1,0,,,,,
1475,499,3/3/23 10:00,3815,0,1,0,0,,,,,
1476,146,3/3/23 11:00,1250,0,1,0,0,,,,,
1477,441,3/3/23 12:00,1768,1,0,0,0,,,,,
1478,887,3/3/23 13:00,107,0,0,1,0,,,,,
1479,421,3/3/23 14:00,1489,0,1,0,0,,,,,
1480,316,3/3/23 15:00,4636,0,1,0,0,,,,,
1481,166,3/3/23 16:00,1842,0,0,1,0,,,,,
1482,652,3/3/23 17:00,2595,0,0,0,1,,,,,
1483,203,3/3/23 18:00,3657,1,0,0,0,,,,,
1484,496,3/3/23 19:00,89,0,1,0,0,,,,,
1485,756,3/3/23 20:00,4719,0,1,0,0,,,,,
1486,625,3/3/23 21:00,2233,0,0,1,0,,,,,
1487,468,3/3/23 22:00,2579,0,1,0,0,,,,,
1488,713,3/3/23 23:00,1782,1,0,0,0,,,,,
1489,385,3/4/23 00:00,4528,0,1,0,0,,,,,
1490,314,3/4/23 01:00,1133,0,0,0,1,,,,,
1491,771,3/4/23 02:00,3821,1,0,0,0,,,,,
1492,255,3/4/23 03:00,3484,0,0,0,1,,,,,
1493,959,3/4/23 04:00,2633,0,0,1,0,,,,,
1494,917,3/4/23 05:00,1413,1,0,0,0,,,,,
1495,23,3/4/23 06:00,2588,0,1,0,0,,,,,
1496,905,3/4/23 07:00,341,1,0,0,0,,,,,
1497,758,3/4/23 08:00,4758,1,0,0,0,,,,,
1498,339,3/4/23 09:00,3618,1,0,0,0,,,,,
1499,493,3/4/23 10:00,749,0,0,0,1,,,,,
1500,823,3/4/23 11:00,4616,0,0,1,0,,,,,
1501,511,3/4/23 12:00,51,1,0,0,0,,,,,
1502,366,3/4/23 13:00,4990,0,1,0,0,,,,,
1503,372,3/4/23 14:00,3888,1,0,0,0,,,,,
1504,915,3/4/23 15:00,1959,1,0,0,0,,,,,
1505,830,3/4/23 16:00,3470,0,0,1,0,,,,,
1506,599,3/4/23 17:00,2138,0,1,0,0,,,,,
1507,219,3/4/23 18:00,4507,0,1,0,0,,,,,
1508,475,3/4/23 19:00,2164,0,0,0,1,,,,,
1509,423,3/4/23 20:00,1247,0,1,0,0,,,,,
1510,356,3/4/23 21:00,1776,0,1,0,0,,,,,
1511,460,3/4/23 22:00,1851,0,1,0,0,,,,,
1512,503,3/4/23 23:00,515,1,0,0,0,,,,,
1513,27,3/5/23 00:00,1851,0,0,0,1,,,,,
1514,942,3/5/23 01:00,4825,0,1,0,0,,,,,
1515,802,3/5/23 02:00,1404,0,1,0,0,,,,,
1516,801,3/5/23 03:00,266,0,1,0,0,,,,,
1517,860,3/5/23 04:00,1730,1,0,0,0,,,,,
1518,223,3/5/23 05:00,1081,1,0,0,0,,,,,
1519,864,3/5/23 06:00,1632,0,0,0,1,,,,,
1520,690,3/5/23 07:00,2076,0,0,1,0,,,,,
1521,148,3/5/23 08:00,1079,0,0,0,1,,,,,
1522,424,3/5/23 09:00,460,1,0,0,0,,,,,
1523,739,3/5/23 10:00,907,0,1,0,0,,,,,
1524,351,3/5/23 11:00,4846,0,1,0,0,,,,,
1525,186,3/5/23 12:00,3738,0,0,0,1,,,,,
1526,415,3/5/23 13:00,91,0,1,0,0,,,,,
1527,806,3/5/23 14:00,746,1,0,0,0,,,,,
1528,982,3/5/23 15:00,4184,0,0,0,1,,,,,
1529,429,3/5/23 16:00,3954,0,0,1,0,,,,,
1530,41,3/5/23 17:00,2217,1,0,0,0,,,,,
1531,905,3/5/23 18:00,3958,1,0,0,0,,,,,
1532,393,3/5/23 19:00,2012,0,1,0,0,,,,,
1534,79,3/5/23 21:00,1189,1,0,0,0,,,,,
1535,717,3/5/23 22:00,2945,0,0,1,0,,,,,
1536,896,3/5/23 23:00,2525,0,1,0,0,,,,,
1537,790,3/6/23 00:00,4958,1,0,0,0,,,,,
1538,784,3/6/23 01:00,471,0,1,0,0,,,,,
1539,544,3/6/23 02:00,2911,1,0,0,0,,,,,
1541,474,3/6/23 04:00,1664,0,1,0,0,,,,,
1542,142,3/6/23 05:00,4571,0,1,0,0,,,,,
1543,251,3/6/23 06:00,1808,0,0,1,0,,,,,
1544,294,3/6/23 07:00,669,0,0,0,1,,,,,
1545,610,3/6/23 08:00,3247,1,0,0,0,,,,,
1546,136,3/6/23 09:00,2132,1,0,0,0,,,,,
1547,484,3/6/23 10:00,3829,0,0,0,1,,,,,
1548,789,3/6/23 11:00,3353,0,1,0,0,,,,,
1549,312,3/6/23 12:00,2560,0,1,0,0,,,,,
1550,814,3/6/23 13:00,4900,0,0,1,0,,,,,
1551,555,3/6/23 14:00,1596,0,0,1,0,,,,,
1552,632,3/6/23 15:00,4692,0,0,1,0,,,,,
1553,732,3/6/23 16:00,2757,0,0,0,1,,,,,
1554,46,3/6/23 17:00,644,0,0,0,1,,,,,
1555,236,3/6/23 18:00,2892,0,1,0,0,,,,,
1556,48,3/6/23 19:00,2821,0,0,1,0,,,,,
1557,198,3/6/23 20:00,4463,0,1,0,0,,,,,
1558,84,3/6/23 21:00,4025,0,0,0,1,,,,,
1559,543,3/6/23 22:00,2749,1,0,0,0,,,,,
1560,161,3/6/23 23:00,1894,0,1,0,0,,,,,
1561,428,3/7/23 00:00,1528,0,0,0,1,,,,,
1562,71,3/7/23 01:00,631,0,0,1,0,,,,,
1563,520,3/7/23 02:00,4587,1,0,0,0,,,,,
1564,969,3/7/23 03:00,1547,1,0,0,0,,,,,
1565,898,3/7/23 04:00,2347,1,0,0,0,,,,,
1566,913,3/7/23 05:00,2004,0,0,1,0,,,,,
1567,52,3/7/23 06:00,2080,1,0,0,0,,,,,
1568,45,3/7/23 07:00,4911,0,0,0,1,,,,,
1569,293,3/7/23 08:00,4940,0,1,0,0,,,,,
1570,938,3/7/23 09:00,2375,1,0,0,0,,,,,
1571,812,3/7/23 10:00,2855,1,0,0,0,,,,,
1572,465,3/7/23 11:00,3048,0,0,0,1,,,,,
1573,885,3/7/23 12:00,864,0,0,1,0,,,,,
1574,550,3/7/23 13:00,2738,1,0,0,0,,,,,
1575,867,3/7/23 14:00,925,0,0,0,1,,,,,
1576,380,3/7/23 15:00,4948,0,0,0,1,,,,,
1577,743,3/7/23 16:00,141,0,0,1,0,,,,,
1578,478,3/7/23 17:00,1126,0,0,1,0,,,,,
1579,262,3/7/23 18:00,3603,0,1,0,0,,,,,
1580,580,3/7/23 19:00,870,1,0,0,0,,,,,
1581,179,3/7/23 20:00,303,0,1,0,0,,,,,
1582,357,3/7/23 21:00,2698,0,0,0,1,,,,,
1583,419,3/7/23 22:00,1009,1,0,0,0,,,,,
1584,698,3/7/23 23:00,2306,0,0,0,1,,,,,
1585,953,3/8/23 00:00,3695,0,0,0,1,,,,,
1586,201,3/8/23 01:00,296,0,0,0,1,,,,,
1587,902,3/8/23 02:00,459,0,0,1,0,,,,,
1588,13,3/8/23 03:00,2348,0,0,1,0,,,,,
1589,443,3/8/23 04:00,3250,1,0,0,0,,,,,
1590,726,3/8/23 05:00,2713,0,0,0,1,,,,,
1591,732,3/8/23 06:00,3126,0,0,0,1,,,,,
1592,286,3/8/23 07:00,4581,1,0,0,0,,,,,
1593,756,3/8/23 08:00,262,0,1,0,0,,,,,
1594,868,3/8/23 09:00,1429,0,0,0,1,,,,,
1595,258,3/8/23 10:00,2346,0,0,1,0,,,,,
1596,570,3/8/23 11:00,1245,0,1,0,0,,,,,
1597,548,3/8/23 12:00,1009,0,1,0,0,,,,,
1598,840,3/8/23 13:00,3770,0,1,0,0,,,,,
1599,941,3/8/23 14:00,4126,0,1,0,0,,,,,
1600,490,3/8/23 15:00,4421,0,1,0,0,,,,,
1601,498,3/8/23 16:00,2621,0,1,0,0,,,,,
1602,905,3/8/23 17:00,1456,1,0,0,0,,,,,
1603,894,3/8/23 18:00,2180,1,0,0,0,,,,,
1604,705,3/8/23 19:00,2931,0,1,0,0,,,,,
1605,333,3/8/23 20:00,3693,0,0,1,0,,,,,
1606,562,3/8/23 21:00,2271,1,0,0,0,,,,,
1607,975,3/8/23 22:00,1955,1,0,0,0,,,,,
1608,32,3/8/23 23:00,4944,0,1,0,0,,,,,
1609,610,3/9/23 00:00,1863,0,0,1,0,,,,,
1610,43,3/9/23 01:00,609,0,1,0,0,,,,,
1611,893,3/9/23 02:00,4897,0,0,1,0,,,,,
1612,351,3/9/23 03:00,4145,0,0,1,0,,,,,
1613,334,3/9/23 04:00,3413,0,0,0,1,,,,,
1614,822,3/9/23 05:00,3000,1,0,0,0,,,,,
1616,270,3/9/23 07:00,4287,1,0,0,0,,,,,
1617,944,3/9/23 08:00,4370,1,0,0,0,,,,,
1618,823,3/9/23 09:00,2828,0,0,1,0,,,,,
1619,413,3/9/23 10:00,872,1,0,0,0,,,,,
1620,943,3/9/23 11:00,4537,0,0,0,1,,,,,
1621,575,3/9/23 12:00,4065,0,1,0,0,,,,,
1622,19,3/9/23 13:00,1229,1,0,0,0,,,,,
1623,347,3/9/23 14:00,3805,0,1,0,0,,,,,
1624,905,3/9/23 15:00,4614,1,0,0,0,,,,,
1625,613,3/9/23 16:00,4552,0,1,0,0,,,,,
1626,37,3/9/23 17:00,537,0,1,0,0,,,,,
1627,619,3/9/23 18:00,2932,0,1,0,0,,,,,
1628,92,3/9/23 19:00,3214,1,0,0,0,,,,,
1629,820,3/9/23 20:00,1172,0,0,0,1,,,,,
1630,185,3/9/23 21:00,4774,0,1,0,0,,,,,
1631,728,3/9/23 22:00,3574,0,0,1,0,,,,,
1632,28,3/9/23 23:00,856,0,0,1,0,,,,,
1633,548,3/10/23 00:00,2127,0,0,1,0,,,,,
1634,372,3/10/23 01:00,3096,0,0,0,1,,,,,
1635,832,3/10/23 02:00,1780,0,1,0,0,,,,,
1636,530,3/10/23 03:00,3293,0,0,0,1,,,,,
1637,345,3/10/23 04:00,1835,0,1,0,0,,,,,
1638,419,3/10/23 05:00,3333,0,0,0,1,,,,,
1639,196,3/10/23 06:00,455,0,1,0,0,,,,,
1640,78,3/10/23 07:00,1035,0,0,1,0,,,,,
1641,167,3/10/23 08:00,1781,0,1,0,0,,,,,
1642,90,3/10/23 09:00,1369,0,0,0,1,,,,,
1643,264,3/10/23 10:00,28,0,1,0,0,,,,,
1644,472,3/10/23 11:00,570,1,0,0,0,,,,,
1645,208,3/10/23 12:00,481,0,1,0,0,,,,,
1646,724,3/10/23 13:00,37,0,0,1,0,,,,,
1647,271,3/10/23 14:00,569,0,1,0,0,,,,,
1648,263,3/10/23 15:00,2665,1,0,0,0,,,,,
1649,506,3/10/23 16:00,3246,1,0,0,0,,,,,
1650,785,3/10/23 17:00,4563,1,0,0,0,,,,,
1651,512,3/10/23 18:00,954,0,0,0,1,,,,,
1652,854,3/10/23 19:00,3958,1,0,0,0,,,,,
1653,726,3/10/23 20:00,3666,0,0,0,1,,,,,
1654,886,3/10/23 21:00,4973,1,0,0,0,,,,,
1655,576,3/10/23 22:00,3073,0,0,0,1,,,,,
1656,524,3/10/23 23:00,1989,1,0,0,0,,,,,
1657,722,3/11/23 00:00,2726,1,0,0,0,,,,,
1658,312,3/11/23 01:00,4931,0,1,0,0,,,,,
1659,174,3/11/23 02:00,825,1,0,0,0,,,,,
1660,431,3/11/23 03:00,2336,0,1,0,0,,,,,
1661,768,3/11/23 04:00,2340,1,0,0,0,,,,,
1662,463,3/11/23 05:00,1012,1,0,0,0,,,,,
1663,101,3/11/23 06:00,1552,0,1,0,0,,,,,
1664,16,3/11/23 07:00,4214,0,1,0,0,,,,,
1665,709,3/11/23 08:00,1239,0,0,0,1,,,,,
1666,258,3/11/23 09:00,3315,0,0,1,0,,,,,
1667,896,3/11/23 10:00,2539,0,1,0,0,,,,,
1668,244,3/11/23 11:00,1440,0,0,0,1,,,,,
1669,348,3/11/23 12:00,3922,1,0,0,0,,,,,
1670,249,3/11/23 13:00,1542,0,1,0,0,,,,,
1671,105,3/11/23 14:00,1902,0,1,0,0,,,,,
1672,694,3/11/23 15:00,3134,1,0,0,0,,,,,
1673,667,3/11/23 16:00,1431,1,0,0,0,,,,,
1674,287,3/11/23 17:00,400,1,0,0,0,,,,,
1675,169,3/11/23 18:00,2828,1,0,0,0,,,,,
1676,420,3/11/23 19:00,1879,0,0,1,0,,,,,
1677,47,3/11/23 20:00,2970,0,1,0,0,,,,,
1678,43,3/11/23 21:00,1205,1,0,0,0,,,,,
1679,321,3/11/23 22:00,2615,1,0,0,0,,,,,
1680,818,3/11/23 23:00,867,0,0,1,0,,,,,
1681,221,3/12/23 00:00,3237,0,1,0,0,,,,,
1682,513,3/12/23 01:00,1526,0,0,0,1,,,,,
1683,712,3/12/23 02:00,1163,0,1,0,0,,,,,
1684,441,3/12/23 03:00,852,0,0,0,1,,,,,
1685,144,3/12/23 04:00,1692,0,0,1,0,,,,,
1686,890,3/12/23 05:00,304,1,0,0,0,,,,,
1687,28,3/12/23 06:00,654,0,0,1,0,,,,,
1688,854,3/12/23 07:00,3643,0,1,0,0,,,,,
1689,850,3/12/23 08:00,2145,1,0,0,0,,,,,
1690,790,3/12/23 09:00,120,0,1,0,0,,,,,
1691,553,3/12/23 10:00,593,0,0,0,1,,,,,
1692,844,3/12/23 11:00,3235,0,1,0,0,,,,,
1693,659,3/12/23 12:00,1496,0,0,1,0,,,,,
1694,857,3/12/23 13:00,4874,0,0,1,0,,,,,
1695,690,3/12/23 14:00,1658,0,0,1,0,,,,,
1696,827,3/12/23 15:00,2391,1,0,0,0,,,,,
1697,837,3/12/23 16:00,115,0,1,0,0,,,,,
1698,930,3/12/23 17:00,3563,1,0,0,0,,,,,
1699,167,3/12/23 18:00,1704,0,1,0,0,,,,,
1700,635,3/12/23 19:00,1743,0,0,0,1,,,,,
1701,586,3/12/23 20:00,391,0,1,0,0,,,,,
1702,751,3/12/23 21:00,2746,0,1,0,0,,,,,
1703,249,3/12/23 22:00,4366,0,1,0,0,,,,,
1704,775,3/12/23 23:00,1326,0,1,0,0,,,,,
1705,764,3/13/23 00:00,2712,0,0,0,1,,,,,
1706,357,3/13/23 01:00,4925,1,0,0,0,,,,,
1707,111,3/13/23 02:00,4084,0,0,1,0,,,,,
1708,692,3/13/23 03:00,4814,0,1,0,0,,,,,
1709,700,3/13/23 04:00,916,0,0,1,0,,,,,
1710,820,3/13/23 05:00,672,0,0,1,0,,,,,
1711,719,3/13/23 06:00,472,0,0,1,0,,,,,
1712,234,3/13/23 07:00,2912,0,0,1,0,,,,,
1713,24,3/13/23 08:00,4690,0,1,0,0,,,,,
1714,26,3/13/23 09:00,952,0,0,1,0,,,,,
1715,381,3/13/23 10:00,167,0,1,0,0,,,,,
1716,730,3/13/23 11:00,3319,0,0,0,1,,,,,
1717,346,3/13/23 12:00,1336,1,0,0,0,,,,,
1718,378,3/13/23 13:00,2727,1,0,0,0,,,,,
1719,522,3/13/23 14:00,2678,0,1,0,0,,,,,
1720,17,3/13/23 15:00,2578,0,1,0,0,,,,,
1721,245,3/13/23 16:00,3402,1,0,0,0,,,,,
1722,718,3/13/23 17:00,2116,0,0,1,0,,,,,
1723,770,3/13/23 18:00,4809,0,1,0,0,,,,,
1724,624,3/13/23 19:00,657,0,0,1,0,,,,,
1725,717,3/13/23 20:00,3332,0,1,0,0,,,,,
